Course,Institution,Link,GoogleMaps
Estudos Portugueses e Espanhóis,Universidade da Beira Interior,detcursopi.asp?codc=9918&code=0400,http://maps.google.pt/maps?z=20&t=k&q=loc:40.27736+-7.508574
Estudos Portugueses e Ingleses,Universidade dos Açores - Faculdade de Ciências Sociais e Humanas,detcursopi.asp?codc=L041&code=0150,http://maps.google.pt/maps?z=20&t=k&q=loc:37.74605+-25.66378
Farmácia,Instituto Politécnico de Bragança - Escola Superior de Saúde de Bragança,detcursopi.asp?codc=9549&code=7015,http://maps.google.pt/maps?z=20&t=k&q=loc:41.80336+-6.76559
Farmácia,Instituto Politécnico de Coimbra - Escola Superior de Tecnologia da Saúde de Coimbra,detcursopi.asp?codc=9549&code=7210,http://maps.google.pt/maps?z=20&t=k&q=loc:40.19915+-8.461344
Farmácia,Instituto Politécnico da Guarda - Escola Superior de Saúde da Guarda,detcursopi.asp?codc=9549&code=7040,http://maps.google.pt/maps?z=20&t=k&q=loc:40.52968+-7.276771
Farmácia,Instituto Politécnico de Lisboa - Escola Superior de Tecnologia da Saúde de Lisboa,detcursopi.asp?codc=9549&code=7220,http://maps.google.pt/maps?z=20&t=k&q=loc:38.77607+-9.097442
Farmácia,Instituto Politécnico do Porto - Escola Superior de Saúde,detcursopi.asp?codc=9549&code=7230,http://maps.google.pt/maps?z=20&t=k&q=loc:41.17779+-8.60693
Farmácia,Universidade do Algarve - Escola Superior de Saúde,detcursopi.asp?codc=9549&code=7035,http://maps.google.pt/maps?z=20&t=k&q=loc:37.04394+-7.972298
Farmácia,Escola Superior de Saúde Atlântica,detcursopi.asp?codc=9549&code=4590,http://maps.google.pt/maps?z=20&t=k&q=loc:38.74141+-9.284575
Farmácia,Instituto Politécnico da Lusofonia - Escola Superior de Saúde Ribeiro Sanches,detcursopi.asp?codc=9549&code=4614,http://maps.google.pt/maps?z=20&t=k&q=loc:38.74674+-9.100184
Farmácia,Instituto Politécnico de Saúde do Norte - CESPU - Escola Superior de Saúde do Vale do Ave,detcursopi.asp?codc=9549&code=4108,http://maps.google.pt/maps?z=20&t=k&q=loc:41.40671+-8.515314
Farmácia Biomédica,Universidade de Coimbra - Faculdade de Farmácia,detcursopi.asp?codc=9832&code=0504,http://maps.google.pt/maps?z=20&t=k&q=loc:40.21968+-8.418132
Filosofia,Universidade da Beira Interior,detcursopi.asp?codc=9139&code=0400,http://maps.google.pt/maps?z=20&t=k&q=loc:40.27736+-7.508574
Filosofia,Universidade de Coimbra - Faculdade de Letras,detcursopi.asp?codc=9139&code=0505,http://maps.google.pt/maps?z=20&t=k&q=loc:40.20647+-8.428684
Filosofia,Universidade de Lisboa - Faculdade de Letras,detcursopi.asp?codc=9139&code=1506,http://maps.google.pt/maps?z=20&t=k&q=loc:38.75359+-9.157651
Filosofia,Universidade do Minho,detcursopi.asp?codc=9139&code=1000,http://maps.google.pt/maps?z=20&t=k&q=loc:41.33284+-8.253481
Filosofia,Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas,detcursopi.asp?codc=9139&code=0902,http://maps.google.pt/maps?z=20&t=k&q=loc:38.74025+-9.151129
Filosofia,Universidade do Porto - Faculdade de Letras,detcursopi.asp?codc=9139&code=1107,http://maps.google.pt/maps?z=20&t=k&q=loc:41.15155+-8.63262
Filosofia,Universidade Católica Portuguesa - Faculdade de Ciências Humanas,detcursopi.asp?codc=9139&code=2220,
Filosofia,Universidade Católica Portuguesa - Faculdade de Filosofia e Ciências Sociais,detcursopi.asp?codc=9139&code=2223,
Filosofia e Cultura Contemporânea,Universidade de Évora - Escola de Ciências Sociais,detcursopi.asp?codc=L365&code=0604,http://maps.google.pt/maps?z=20&t=k&q=loc:38.57381+-7.906329
"Filosofia, Política e Economia",Universidade Católica Portuguesa - Faculdade de Ciências Humanas,detcursopi.asp?codc=L198&code=2220,
Finanças,Instituto Politécnico do Cávado e do Ave - Escola Superior de Gestão,detcursopi.asp?codc=9140&code=3031,http://maps.google.pt/maps?z=20&t=k&q=loc:41.53448+-8.628122
Finanças,Universidade de Aveiro - Instituto Superior de Contabilidade e Administração de Aveiro,detcursopi.asp?codc=9140&code=3011,http://maps.google.pt/maps?z=20&t=k&q=loc:40.63046+-8.653306
Finanças (ensino em inglês),Universidade de Lisboa - Instituto Superior de Economia e Gestão,detcursopi.asp?codc=A013&code=1517,http://maps.google.pt/maps?z=20&t=k&q=loc:38.70972+-9.155651
Finanças e Contabilidade,ISCTE - Instituto Universitário de Lisboa,detcursopi.asp?codc=8029&code=6800,http://maps.google.pt/maps?z=20&t=k&q=loc:38.74875+-9.153692
Finanças e Contabilidade,Instituto Politécnico de Coimbra - Instituto Superior de Contabilidade e Administração de Coimbra,detcursopi.asp?codc=8029&code=3063,http://maps.google.pt/maps?z=20&t=k&q=loc:42.12346+-8.27082
Finanças Empresariais,Instituto Politécnico de Lisboa - Instituto Superior de Contabilidade e Administração de Lisboa,detcursopi.asp?codc=9476&code=3117,http://maps.google.pt/maps?z=20&t=k&q=loc:38.73717+-9.146786
Finanças Empresariais (regime pós-laboral),Instituto Politécnico de Lisboa - Instituto Superior de Contabilidade e Administração de Lisboa,detcursopi.asp?codc=9889&code=3117,http://maps.google.pt/maps?z=20&t=k&q=loc:38.73717+-9.146786
Finanças (regime pós-laboral),Universidade de Aveiro - Instituto Superior de Contabilidade e Administração de Aveiro,detcursopi.asp?codc=9888&code=3011,http://maps.google.pt/maps?z=20&t=k&q=loc:40.63046+-8.653306
Fiscalidade,Instituto Politécnico do Cávado e do Ave - Escola Superior de Gestão,detcursopi.asp?codc=9759&code=3031,http://maps.google.pt/maps?z=20&t=k&q=loc:41.53448+-8.628122
Fiscalidade (regime pós-laboral),Instituto Politécnico do Cávado e do Ave - Escola Superior de Gestão,detcursopi.asp?codc=9990&code=3031,http://maps.google.pt/maps?z=20&t=k&q=loc:41.53448+-8.628122
Física,Universidade de Aveiro,detcursopi.asp?codc=9141&code=0300,http://maps.google.pt/maps?z=20&t=k&q=loc:40.63118+-8.657394
Física,Universidade de Coimbra - Faculdade de Ciências e Tecnologia,detcursopi.asp?codc=9141&code=0501,http://maps.google.pt/maps?z=20&t=k&q=loc:40.18623+-8.412266
Física,Universidade de Lisboa - Faculdade de Ciências,detcursopi.asp?codc=9141&code=1503,http://maps.google.pt/maps?z=20&t=k&q=loc:38.75676+-9.155387
Física,Universidade do Minho,detcursopi.asp?codc=9141&code=1000,http://maps.google.pt/maps?z=20&t=k&q=loc:41.33284+-8.253481
Física,Universidade do Porto - Faculdade de Ciências,detcursopi.asp?codc=9141&code=1103,http://maps.google.pt/maps?z=20&t=k&q=loc:41.15242+-8.637816
Física e Aplicações,Universidade da Beira Interior,detcursopi.asp?codc=L205&code=0400,http://maps.google.pt/maps?z=20&t=k&q=loc:40.27736+-7.508574
Fisiologia Clínica,Instituto Politécnico de Castelo Branco - Escola Superior de Saúde Dr. Lopes Dias,detcursopi.asp?codc=L067&code=7020,http://maps.google.pt/maps?z=20&t=k&q=loc:39.82057+-7.51405
Fisiologia Clínica,Instituto Politécnico de Coimbra - Escola Superior de Tecnologia da Saúde de Coimbra,detcursopi.asp?codc=L067&code=7210,http://maps.google.pt/maps?z=20&t=k&q=loc:40.19915+-8.461344
Fisiologia Clínica,Instituto Politécnico de Lisboa - Escola Superior de Tecnologia da Saúde de Lisboa,detcursopi.asp?codc=L067&code=7220,http://maps.google.pt/maps?z=20&t=k&q=loc:38.77607+-9.097442
Fisiologia Clínica,Instituto Politécnico do Porto - Escola Superior de Saúde,detcursopi.asp?codc=L067&code=7230,http://maps.google.pt/maps?z=20&t=k&q=loc:41.17779+-8.60693
Fisiologia Clínica,Instituto Politécnico de Saúde do Norte - CESPU - Escola Superior de Saúde do Vale do Ave,detcursopi.asp?codc=L067&code=4108,http://maps.google.pt/maps?z=20&t=k&q=loc:41.40671+-8.515314
Fisioterapia,Instituto Politécnico de Bragança - Escola Superior de Saúde de Bragança (Chaves),detcursopi.asp?codc=9504&code=7016,
Fisioterapia,Instituto Politécnico de Castelo Branco - Escola Superior de Saúde Dr. Lopes Dias,detcursopi.asp?codc=9504&code=7020,http://maps.google.pt/maps?z=20&t=k&q=loc:39.82057+-7.51405
Fisioterapia,Instituto Politécnico de Coimbra - Escola Superior de Tecnologia da Saúde de Coimbra,detcursopi.asp?codc=9504&code=7210,http://maps.google.pt/maps?z=20&t=k&q=loc:40.19915+-8.461344
Fisioterapia,Instituto Politécnico de Leiria - Escola Superior de Saúde,detcursopi.asp?codc=9504&code=7045,http://maps.google.pt/maps?z=20&t=k&q=loc:39.73278+-8.820556
Fisioterapia,Instituto Politécnico de Lisboa - Escola Superior de Tecnologia da Saúde de Lisboa,detcursopi.asp?codc=9504&code=7220,http://maps.google.pt/maps?z=20&t=k&q=loc:38.77607+-9.097442
Fisioterapia,Instituto Politécnico de Portalegre - Escola Superior de Saúde,detcursopi.asp?codc=9504&code=7055,http://maps.google.pt/maps?z=20&t=k&q=loc:39.30038+-7.425994
Fisioterapia,Instituto Politécnico do Porto - Escola Superior de Saúde,detcursopi.asp?codc=9504&code=7230,http://maps.google.pt/maps?z=20&t=k&q=loc:41.17779+-8.60693
Fisioterapia,Instituto Politécnico de Setúbal - Escola Superior de Saúde,detcursopi.asp?codc=9504&code=3155,http://maps.google.pt/maps?z=20&t=k&q=loc:38.52306+-8.841667
Fisioterapia,Universidade do Algarve - Escola Superior de Saúde,detcursopi.asp?codc=9504&code=7035,http://maps.google.pt/maps?z=20&t=k&q=loc:37.04394+-7.972298
Fisioterapia,Universidade de Aveiro - Escola Superior de Saúde de Aveiro,detcursopi.asp?codc=9504&code=3013,http://maps.google.pt/maps?z=20&t=k&q=loc:40.62451+-8.659866
Fisioterapia,Escola Superior de Saúde do Alcoitão,detcursopi.asp?codc=9504&code=4105,http://maps.google.pt/maps?z=20&t=k&q=loc:38.73198+-9.40119
Fisioterapia,Escola Superior de Saúde Atlântica,detcursopi.asp?codc=9504&code=4590,http://maps.google.pt/maps?z=20&t=k&q=loc:38.74141+-9.284575
Fisioterapia,Escola Superior de Saúde da Cruz Vermelha Portuguesa - Lisboa,detcursopi.asp?codc=9504&code=4091,http://maps.google.pt/maps?z=20&t=k&q=loc:38.71442+-9.176041
Fisioterapia,Escola Superior de Saúde Egas Moniz,detcursopi.asp?codc=9504&code=4106,http://maps.google.pt/maps?z=20&t=k&q=loc:38.6669+-9.200091
Fisioterapia,Escola Superior de Saúde da Fundação «Fernando Pessoa»,detcursopi.asp?codc=9504&code=4620,http://maps.google.pt/maps?z=20&t=k&q=loc:41.17316+-8.608274
Fisioterapia,Escola Superior de Saúde Jean Piaget de Viseu,detcursopi.asp?codc=9504&code=4103,http://maps.google.pt/maps?z=20&t=k&q=loc:40.73678+-7.939917
Fisioterapia,Escola Superior de Saúde Norte da Cruz Vermelha Portuguesa,detcursopi.asp?codc=9504&code=4089,http://maps.google.pt/maps?z=20&t=k&q=loc:40.83691+-8.472358
Fisioterapia,Escola Superior de Saúde de Santa Maria,detcursopi.asp?codc=9504&code=4097,http://maps.google.pt/maps?z=20&t=k&q=loc:41.16033+-8.609315
Fisioterapia,Instituto Politécnico Jean Piaget do Norte - Escola Superior de Saúde Jean Piaget de Vila Nova de Gaia,detcursopi.asp?codc=9504&code=4626,http://maps.google.pt/maps?z=20&t=k&q=loc:41.07755+-8.635221
Fisioterapia,Instituto Politécnico Jean Piaget do Sul - Escola Superior de Saúde Jean Piaget do Algarve,detcursopi.asp?codc=9504&code=4603,http://maps.google.pt/maps?z=20&t=k&q=loc:37.1964+-8.4336
Fisioterapia,Instituto Politécnico Jean Piaget do Sul - Escola Superior de Saúde Jean Piaget de Almada,detcursopi.asp?codc=9504&code=4604,http://maps.google.pt/maps?z=20&t=k&q=loc:38.6664+-9.1769
Fisioterapia,Instituto Politécnico de Saúde do Norte - CESPU - Escola Superior de Saúde do Vale do Ave,detcursopi.asp?codc=9504&code=4108,http://maps.google.pt/maps?z=20&t=k&q=loc:41.40671+-8.515314
Fisioterapia,Instituto Politécnico de Saúde do Norte - CESPU - Escola Superior de Tecnologias da Saúde do Tâmega e Sousa,detcursopi.asp?codc=9504&code=4109,http://maps.google.pt/maps?z=20&t=k&q=loc:41.18351+-8.445928
Fisioterapia,ISAVE - Instituto Superior de Saúde,detcursopi.asp?codc=9504&code=4460,http://maps.google.pt/maps?z=20&t=k&q=loc:41.63487+-8.350614
Fotografia,Instituto Politécnico do Porto - Escola Superior de Media Artes e Design,detcursopi.asp?codc=9645&code=3331,http://maps.google.pt/maps?z=20&t=k&q=loc:41.36633+-8.739719
Fotografia,Instituto Politécnico de Tomar - Escola Superior de Tecnologia de Tomar,detcursopi.asp?codc=9645&code=3242,http://maps.google.pt/maps?z=20&t=k&q=loc:39.59896+-8.389722
Fotografia e Cultura Visual,Universidade Europeia,detcursopi.asp?codc=8134&code=4350,http://maps.google.pt/maps?z=20&t=k&q=loc:38.77668+-9.193758
Gastronomia,Instituto Politécnico de Coimbra - Escola Superior de Educação de Coimbra,detcursopi.asp?codc=L095&code=3062,http://maps.google.pt/maps?z=20&t=k&q=loc:40.20522+-8.405957
Gastronomia,Instituto Universitário Egas Moniz,detcursopi.asp?codc=L095&code=4260,http://maps.google.pt/maps?z=20&t=k&q=loc:38.6669+-9.200091
Gastronomia e Artes Culinárias,Instituto Politécnico de Viana do Castelo - Escola Superior de Tecnologia e Gestão,detcursopi.asp?codc=L261&code=3163,http://maps.google.pt/maps?z=20&t=k&q=loc:41.69424+-8.846658
Genética e Biotecnologia,Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências da Vida e do Ambiente,detcursopi.asp?codc=9761&code=1204,http://maps.google.pt/maps?z=20&t=k&q=loc:41.28739+-7.738986
Geografia,Universidade de Coimbra - Faculdade de Letras,detcursopi.asp?codc=9143&code=0505,http://maps.google.pt/maps?z=20&t=k&q=loc:40.20647+-8.428684
Geografia,Universidade de Évora - Escola de Ciências e Tecnologia,detcursopi.asp?codc=9143&code=0602,http://maps.google.pt/maps?z=20&t=k&q=loc:38.56832+-7.910306
Geografia,Universidade de Lisboa - Instituto de Geografia e Ordenamento do Território,detcursopi.asp?codc=9143&code=1514,http://maps.google.pt/maps?z=20&t=k&q=loc:38.74934+-9.15258
Geografia,Universidade do Porto - Faculdade de Letras,detcursopi.asp?codc=9143&code=1107,http://maps.google.pt/maps?z=20&t=k&q=loc:41.15155+-8.63262
Geografia e Planeamento,Universidade do Minho,detcursopi.asp?codc=8183&code=1000,http://maps.google.pt/maps?z=20&t=k&q=loc:41.33284+-8.253481
Geografia e Planeamento Regional,Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas,detcursopi.asp?codc=9145&code=0902,http://maps.google.pt/maps?z=20&t=k&q=loc:38.74025+-9.151129
Geologia,Universidade de Aveiro,detcursopi.asp?codc=9146&code=0300,http://maps.google.pt/maps?z=20&t=k&q=loc:40.63118+-8.657394
Geologia,Universidade de Coimbra - Faculdade de Ciências e Tecnologia,detcursopi.asp?codc=9146&code=0501,http://maps.google.pt/maps?z=20&t=k&q=loc:40.18623+-8.412266
Geologia,Universidade de Lisboa - Faculdade de Ciências,detcursopi.asp?codc=9146&code=1503,http://maps.google.pt/maps?z=20&t=k&q=loc:38.75676+-9.155387
Geologia,Universidade do Minho,detcursopi.asp?codc=9146&code=1000,http://maps.google.pt/maps?z=20&t=k&q=loc:41.33284+-8.253481
Geologia,Universidade do Porto - Faculdade de Ciências,detcursopi.asp?codc=9146&code=1103,http://maps.google.pt/maps?z=20&t=k&q=loc:41.15242+-8.637816
Geologia para a Sustentabilidade,Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia,detcursopi.asp?codc=L370&code=0903,http://maps.google.pt/maps?z=20&t=k&q=loc:38.66165+-9.206682
Gerontologia,Instituto Politécnico de Bragança - Escola Superior de Saúde de Bragança,detcursopi.asp?codc=9833&code=7015,http://maps.google.pt/maps?z=20&t=k&q=loc:41.80336+-6.76559
Gerontologia,Instituto Politécnico de Coimbra - Escola Superior de Educação de Coimbra,detcursopi.asp?codc=9833&code=3062,http://maps.google.pt/maps?z=20&t=k&q=loc:40.20522+-8.405957
Gerontologia,Instituto Politécnico de Viana do Castelo - Escola Superior de Educação,detcursopi.asp?codc=9833&code=3162,http://maps.google.pt/maps?z=20&t=k&q=loc:41.70303+-8.820739
Gerontologia,Instituto Superior de Serviço Social do Porto,detcursopi.asp?codc=9833&code=4520,http://maps.google.pt/maps?z=20&t=k&q=loc:41.18272+-8.652955
Gestão,ISCTE - Instituto Universitário de Lisboa,detcursopi.asp?codc=9147&code=6800,http://maps.google.pt/maps?z=20&t=k&q=loc:38.74875+-9.153692
Gestão,Universidade dos Açores - Faculdade de Economia e Gestão,detcursopi.asp?codc=9147&code=0170,http://maps.google.pt/maps?z=20&t=k&q=loc:37.74605+-25.66378
Gestão,Universidade de Aveiro,detcursopi.asp?codc=9147&code=0300,http://maps.google.pt/maps?z=20&t=k&q=loc:40.63118+-8.657394
Gestão,Universidade da Beira Interior,detcursopi.asp?codc=9147&code=0400,http://maps.google.pt/maps?z=20&t=k&q=loc:40.27736+-7.508574
Gestão,Universidade de Coimbra - Faculdade de Economia,detcursopi.asp?codc=9147&code=0503,http://maps.google.pt/maps?z=20&t=k&q=loc:40.2147+-8.408988
Gestão,Universidade de Évora - Escola de Ciências Sociais,detcursopi.asp?codc=9147&code=0604,http://maps.google.pt/maps?z=20&t=k&q=loc:38.57381+-7.906329
Gestão,Universidade de Lisboa - Instituto Superior de Economia e Gestão,detcursopi.asp?codc=9147&code=1517,http://maps.google.pt/maps?z=20&t=k&q=loc:38.70972+-9.155651
Gestão,Universidade da Madeira - Faculdade de Ciências Sociais,detcursopi.asp?codc=9147&code=1308,http://maps.google.pt/maps?z=20&t=k&q=loc:32.65928+-16.9251
Gestão,Universidade do Minho,detcursopi.asp?codc=9147&code=1000,http://maps.google.pt/maps?z=20&t=k&q=loc:41.33284+-8.253481
Gestão,Universidade Nova de Lisboa - Faculdade de Economia,detcursopi.asp?codc=9147&code=0904,http://maps.google.pt/maps?z=20&t=k&q=loc:38.6793+-9.325741
Gestão,Universidade do Porto - Faculdade de Economia,detcursopi.asp?codc=9147&code=1104,http://maps.google.pt/maps?z=20&t=k&q=loc:41.17595+-8.598582
Gestão,Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências Humanas e Sociais,detcursopi.asp?codc=9147&code=1202,http://maps.google.pt/maps?z=20&t=k&q=loc:41.28739+-7.738986
Gestão,Instituto Politécnico de Bragança - Escola Superior de Tecnologia e de Gestão de Bragança,detcursopi.asp?codc=9147&code=3043,http://maps.google.pt/maps?z=20&t=k&q=loc:41.79637+-6.7689
Gestão,Instituto Politécnico de Castelo Branco - Escola Superior de Gestão de Idanha-a-Nova,detcursopi.asp?codc=9147&code=3054,http://maps.google.pt/maps?z=20&t=k&q=loc:39.9225+-7.242491
Gestão,Instituto Politécnico de Coimbra - Escola Superior de Tecnologia e Gestão de Oliveira do Hospital,detcursopi.asp?codc=9147&code=3065,http://maps.google.pt/maps?z=20&t=k&q=loc:40.36106+-7.861083
Gestão,Instituto Politécnico da Guarda - Escola Superior de Tecnologia e Gestão,detcursopi.asp?codc=9147&code=3092,http://maps.google.pt/maps?z=20&t=k&q=loc:40.54139+-7.28329
Gestão,Instituto Politécnico de Leiria - Escola Superior de Tecnologia e Gestão,detcursopi.asp?codc=9147&code=3102,http://maps.google.pt/maps?z=20&t=k&q=loc:39.73444+-8.821389
Gestão,Instituto Politécnico de Lisboa - Instituto Superior de Contabilidade e Administração de Lisboa,detcursopi.asp?codc=9147&code=3117,http://maps.google.pt/maps?z=20&t=k&q=loc:38.73717+-9.146786
