Course,Institution,Link,GoogleMaps
Engenharia Informática,Universidade de Évora - Escola de Ciências e Tecnologia,detcursopi.asp?codc=9119&code=0602,http://maps.google.pt/maps?z=20&t=k&q=loc:38.56832+-7.910306
Engenharia Informática,Universidade de Lisboa - Faculdade de Ciências,detcursopi.asp?codc=9119&code=1503,http://maps.google.pt/maps?z=20&t=k&q=loc:38.75676+-9.155387
Engenharia Informática,Universidade da Madeira - Faculdade de Ciências Exatas e da Engenharia,detcursopi.asp?codc=9119&code=1307,http://maps.google.pt/maps?z=20&t=k&q=loc:32.65928+-16.9251
Engenharia Informática,Universidade do Minho,detcursopi.asp?codc=9119&code=1000,http://maps.google.pt/maps?z=20&t=k&q=loc:41.33284+-8.253481
Engenharia Informática,Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia,detcursopi.asp?codc=9119&code=0903,http://maps.google.pt/maps?z=20&t=k&q=loc:38.66165+-9.206682
Engenharia Informática,Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências e Tecnologia,detcursopi.asp?codc=9119&code=1203,http://maps.google.pt/maps?z=20&t=k&q=loc:41.28739+-7.738986
Engenharia Informática,Instituto Politécnico de Beja - Escola Superior de Tecnologia e de Gestão,detcursopi.asp?codc=9119&code=3023,http://maps.google.pt/maps?z=20&t=k&q=loc:38.01572+-7.875266
Engenharia Informática,Instituto Politécnico de Bragança - Escola Superior de Tecnologia e de Gestão de Bragança,detcursopi.asp?codc=9119&code=3043,http://maps.google.pt/maps?z=20&t=k&q=loc:41.79637+-6.7689
Engenharia Informática,Instituto Politécnico de Castelo Branco - Escola Superior de Tecnologia de Castelo Branco,detcursopi.asp?codc=9119&code=3053,http://maps.google.pt/maps?z=20&t=k&q=loc:39.81956+-7.511883
Engenharia Informática,Instituto Politécnico de Coimbra - Escola Superior de Tecnologia e Gestão de Oliveira do Hospital,detcursopi.asp?codc=9119&code=3065,http://maps.google.pt/maps?z=20&t=k&q=loc:40.36106+-7.861083
Engenharia Informática,Instituto Politécnico de Coimbra - Instituto Superior de Engenharia de Coimbra,detcursopi.asp?codc=9119&code=3064,http://maps.google.pt/maps?z=20&t=k&q=loc:40.1929+-8.412338
Engenharia Informática,Instituto Politécnico da Guarda - Escola Superior de Tecnologia e Gestão,detcursopi.asp?codc=9119&code=3092,http://maps.google.pt/maps?z=20&t=k&q=loc:40.54139+-7.28329
Engenharia Informática,Instituto Politécnico de Leiria - Escola Superior de Tecnologia e Gestão,detcursopi.asp?codc=9119&code=3102,http://maps.google.pt/maps?z=20&t=k&q=loc:39.73444+-8.821389
Engenharia Informática,"Instituto Politécnico de Portalegre - Escola Superior de Tecnologia, Gestão e Design",detcursopi.asp?codc=9119&code=3124,http://maps.google.pt/maps?z=20&t=k&q=loc:39.26868+-7.4425
Engenharia Informática,Instituto Politécnico do Porto - Escola Superior de Tecnologia e Gestão,detcursopi.asp?codc=9119&code=3138,http://maps.google.pt/maps?z=20&t=k&q=loc:41.36677+-8.194765
Engenharia Informática,Instituto Politécnico do Porto - Instituto Superior de Engenharia do Porto,detcursopi.asp?codc=9119&code=3135,http://maps.google.pt/maps?z=20&t=k&q=loc:41.17834+-8.606863
Engenharia Informática,Instituto Politécnico de Setúbal - Escola Superior de Tecnologia de Setúbal,detcursopi.asp?codc=9119&code=3152,http://maps.google.pt/maps?z=20&t=k&q=loc:38.52167+-8.839167
Engenharia Informática,Instituto Politécnico de Tomar - Escola Superior de Tecnologia de Tomar,detcursopi.asp?codc=9119&code=3242,http://maps.google.pt/maps?z=20&t=k&q=loc:39.59896+-8.389722
Engenharia Informática,Instituto Politécnico de Viana do Castelo - Escola Superior de Tecnologia e Gestão,detcursopi.asp?codc=9119&code=3163,http://maps.google.pt/maps?z=20&t=k&q=loc:41.69424+-8.846658
Engenharia Informática,Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Viseu,detcursopi.asp?codc=9119&code=3182,http://maps.google.pt/maps?z=20&t=k&q=loc:40.64449+-7.921137
Engenharia Informática,Instituto Superior Manuel Teixeira Gomes,detcursopi.asp?codc=9119&code=4375,http://maps.google.pt/maps?z=20&t=k&q=loc:37.14078+-8.535942
Engenharia Informática,Universidade Autónoma de Lisboa Luís de Camões,detcursopi.asp?codc=9119&code=2100,http://maps.google.pt/maps?z=20&t=k&q=loc:38.72433+-9.14589
Engenharia Informática,Universidade Europeia,detcursopi.asp?codc=9119&code=4350,http://maps.google.pt/maps?z=20&t=k&q=loc:38.77668+-9.193758
Engenharia Informática,Universidade Fernando Pessoa,detcursopi.asp?codc=9119&code=2750,http://maps.google.pt/maps?z=20&t=k&q=loc:41.17292+-8.611185
Engenharia Informática,Universidade Lusíada - Centro Universitário Lusíada - Lisboa,detcursopi.asp?codc=9119&code=2410,http://maps.google.pt/maps?z=20&t=k&q=loc:38.69799+-9.192036
Engenharia Informática,Universidade Portucalense Infante D. Henrique,detcursopi.asp?codc=9119&code=2500,http://maps.google.pt/maps?z=20&t=k&q=loc:41.18032+-8.605047
Engenharia Informática,Instituto Politécnico Jean Piaget do Sul - Escola Superior de Tecnologia e Gestão Jean Piaget,detcursopi.asp?codc=9119&code=4602,http://maps.google.pt/maps?z=20&t=k&q=loc:38.6664+-9.1769
Engenharia Informática,Instituto Superior Politécnico Gaya - Escola Superior de Ciência e Tecnologia,detcursopi.asp?codc=9119&code=4442,http://maps.google.pt/maps?z=20&t=k&q=loc:41.11968+-8.623498
Engenharia Informática,Instituto Superior de Tecnologias Avançadas de Lisboa,detcursopi.asp?codc=9119&code=4530,http://maps.google.pt/maps?z=20&t=k&q=loc:38.76894+-9.15895
Engenharia Informática,Instituto Superior de Tecnologias Avançadas do Porto,detcursopi.asp?codc=9119&code=4640,http://maps.google.pt/maps?z=20&t=k&q=loc:41.16667+-8.593643
Engenharia Informática,ISLA - Instituto Politécnico de Gestão e Tecnologia - Escola Superior de Tecnologia,detcursopi.asp?codc=9119&code=4572,http://maps.google.pt/maps?z=20&t=k&q=loc:41.12411+-8.614039
Engenharia Informática,ISLA Santarém - Instituto Politécnico - Escola Superior de Engenharia e Tecnologia,detcursopi.asp?codc=9119&code=4662,
Engenharia Informática (Curso Europeu),Instituto Politécnico de Coimbra - Instituto Superior de Engenharia de Coimbra,detcursopi.asp?codc=9770&code=3064,http://maps.google.pt/maps?z=20&t=k&q=loc:40.1929+-8.412338
Engenharia Informática e Aplicações,Instituto Politécnico da Lusofonia - Escola Superior de Engenharia e Tecnologias,detcursopi.asp?codc=L293&code=4613,http://maps.google.pt/maps?z=20&t=k&q=loc:38.74674+-9.100184
Engenharia Informática Aplicada,Universidade de Aveiro - Escola Superior de Tecnologia e Gestão de Águeda,detcursopi.asp?codc=L346&code=3012,http://maps.google.pt/maps?z=20&t=k&q=loc:40.57429+-8.444219
Engenharia Informática e Computação,Universidade do Porto - Faculdade de Engenharia,detcursopi.asp?codc=L224&code=1105,http://maps.google.pt/maps?z=20&t=k&q=loc:41.1781+-8.598157
Engenharia Informática e de Computadores,Universidade de Lisboa - Instituto Superior Técnico,detcursopi.asp?codc=9121&code=1518,http://maps.google.pt/maps?z=20&t=k&q=loc:38.73688+-9.13691
Engenharia Informática e de Computadores,Universidade de Lisboa - Instituto Superior Técnico (Tagus Park),detcursopi.asp?codc=9121&code=1519,http://maps.google.pt/maps?z=20&t=k&q=loc:38.73723+-9.302337
Engenharia Informática e de Computadores,Escola Superior Náutica Infante D. Henrique,detcursopi.asp?codc=9121&code=7105,http://maps.google.pt/maps?z=20&t=k&q=loc:38.69206+-9.298875
Engenharia Informática e de Computadores,Instituto Politécnico de Lisboa - Instituto Superior de Engenharia de Lisboa,detcursopi.asp?codc=9121&code=3118,http://maps.google.pt/maps?z=20&t=k&q=loc:38.75568+-9.113923
Engenharia Informática Médica,Instituto Politécnico do Cávado e do Ave - Escola Superior de Tecnologia,detcursopi.asp?codc=L181&code=3032,http://maps.google.pt/maps?z=20&t=k&q=loc:41.53448+-8.628122
Engenharia Informática e Multimédia,Instituto Politécnico de Lisboa - Instituto Superior de Engenharia de Lisboa,detcursopi.asp?codc=L052&code=3118,http://maps.google.pt/maps?z=20&t=k&q=loc:38.75568+-9.113923
"Engenharia Informática, Redes e Telecomunicações",Instituto Politécnico de Lisboa - Instituto Superior de Engenharia de Lisboa,detcursopi.asp?codc=L119&code=3118,http://maps.google.pt/maps?z=20&t=k&q=loc:38.75568+-9.113923
Engenharia Informática (regime pós-laboral),ISCTE - Instituto Universitário de Lisboa,detcursopi.asp?codc=9885&code=6800,http://maps.google.pt/maps?z=20&t=k&q=loc:38.74875+-9.153692
Engenharia Informática (regime pós-laboral),Instituto Politécnico de Coimbra - Instituto Superior de Engenharia de Coimbra,detcursopi.asp?codc=9885&code=3064,http://maps.google.pt/maps?z=20&t=k&q=loc:40.1929+-8.412338
Engenharia Informática (regime pós-laboral),Instituto Politécnico de Leiria - Escola Superior de Tecnologia e Gestão,detcursopi.asp?codc=9885&code=3102,http://maps.google.pt/maps?z=20&t=k&q=loc:39.73444+-8.821389
Engenharia Informática e Telecomunicações,Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Lamego,detcursopi.asp?codc=9122&code=3186,http://maps.google.pt/maps?z=20&t=k&q=loc:41.09662+-7.808191
Engenharia de Máquinas Marítimas,Escola Superior Náutica Infante D. Henrique,detcursopi.asp?codc=9745&code=7105,http://maps.google.pt/maps?z=20&t=k&q=loc:38.69206+-9.298875
Engenharia de Materiais,Universidade de Aveiro,detcursopi.asp?codc=9096&code=0300,http://maps.google.pt/maps?z=20&t=k&q=loc:40.63118+-8.657394
Engenharia de Materiais,Universidade de Lisboa - Instituto Superior Técnico,detcursopi.asp?codc=9096&code=1518,http://maps.google.pt/maps?z=20&t=k&q=loc:38.73688+-9.13691
Engenharia de Materiais,Universidade do Minho,detcursopi.asp?codc=9096&code=1000,http://maps.google.pt/maps?z=20&t=k&q=loc:41.33284+-8.253481
Engenharia de Materiais,Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia,detcursopi.asp?codc=9096&code=0903,http://maps.google.pt/maps?z=20&t=k&q=loc:38.66165+-9.206682
Engenharia de Materiais,Universidade do Porto - Faculdade de Engenharia,detcursopi.asp?codc=9096&code=1105,http://maps.google.pt/maps?z=20&t=k&q=loc:41.1781+-8.598157
Engenharia Mecânica,Universidade de Aveiro,detcursopi.asp?codc=9123&code=0300,http://maps.google.pt/maps?z=20&t=k&q=loc:40.63118+-8.657394
Engenharia Mecânica,Universidade de Coimbra - Faculdade de Ciências e Tecnologia,detcursopi.asp?codc=9123&code=0501,http://maps.google.pt/maps?z=20&t=k&q=loc:40.18623+-8.412266
Engenharia Mecânica,Universidade de Lisboa - Instituto Superior Técnico,detcursopi.asp?codc=9123&code=1518,http://maps.google.pt/maps?z=20&t=k&q=loc:38.73688+-9.13691
Engenharia Mecânica,Universidade do Minho,detcursopi.asp?codc=9123&code=1000,http://maps.google.pt/maps?z=20&t=k&q=loc:41.33284+-8.253481
Engenharia Mecânica,Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia,detcursopi.asp?codc=9123&code=0903,http://maps.google.pt/maps?z=20&t=k&q=loc:38.66165+-9.206682
Engenharia Mecânica,Universidade do Porto - Faculdade de Engenharia,detcursopi.asp?codc=9123&code=1105,http://maps.google.pt/maps?z=20&t=k&q=loc:41.1781+-8.598157
Engenharia Mecânica,Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências e Tecnologia,detcursopi.asp?codc=9123&code=1203,http://maps.google.pt/maps?z=20&t=k&q=loc:41.28739+-7.738986
Engenharia Mecânica,Instituto Politécnico de Bragança - Escola Superior de Tecnologia e de Gestão de Bragança,detcursopi.asp?codc=9123&code=3043,http://maps.google.pt/maps?z=20&t=k&q=loc:41.79637+-6.7689
Engenharia Mecânica,Instituto Politécnico de Coimbra - Instituto Superior de Engenharia de Coimbra,detcursopi.asp?codc=9123&code=3064,http://maps.google.pt/maps?z=20&t=k&q=loc:40.1929+-8.412338
Engenharia Mecânica,Instituto Politécnico de Leiria - Escola Superior de Tecnologia e Gestão,detcursopi.asp?codc=9123&code=3102,http://maps.google.pt/maps?z=20&t=k&q=loc:39.73444+-8.821389
Engenharia Mecânica,Instituto Politécnico de Lisboa - Instituto Superior de Engenharia de Lisboa,detcursopi.asp?codc=9123&code=3118,http://maps.google.pt/maps?z=20&t=k&q=loc:38.75568+-9.113923
Engenharia Mecânica,Instituto Politécnico do Porto - Instituto Superior de Engenharia do Porto,detcursopi.asp?codc=9123&code=3135,http://maps.google.pt/maps?z=20&t=k&q=loc:41.17834+-8.606863
Engenharia Mecânica,Instituto Politécnico de Setúbal - Escola Superior de Tecnologia de Setúbal,detcursopi.asp?codc=9123&code=3152,http://maps.google.pt/maps?z=20&t=k&q=loc:38.52167+-8.839167
Engenharia Mecânica,Instituto Politécnico de Tomar - Escola Superior de Tecnologia de Abrantes,detcursopi.asp?codc=9123&code=3243,http://maps.google.pt/maps?z=20&t=k&q=loc:39.46782+-8.207817
Engenharia Mecânica,Instituto Politécnico de Viana do Castelo - Escola Superior de Tecnologia e Gestão,detcursopi.asp?codc=9123&code=3163,http://maps.google.pt/maps?z=20&t=k&q=loc:41.69424+-8.846658
Engenharia Mecânica,Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Viseu,detcursopi.asp?codc=9123&code=3182,http://maps.google.pt/maps?z=20&t=k&q=loc:40.64449+-7.921137
Engenharia Mecânica,Universidade do Algarve - Instituto Superior de Engenharia,detcursopi.asp?codc=9123&code=3083,http://maps.google.pt/maps?z=20&t=k&q=loc:37.03847+-7.922417
Engenharia Mecânica,Atlântica - Instituto Universitário,detcursopi.asp?codc=9123&code=2710,http://maps.google.pt/maps?z=20&t=k&q=loc:38.74141+-9.284575
Engenharia Mecânica,Universidade Lusíada - Centro Universitário Lusíada - Norte - Vila Nova de Famalicão,detcursopi.asp?codc=9123&code=2450,http://maps.google.pt/maps?z=20&t=k&q=loc:41.41021+-8.522896
Engenharia Mecânica,Instituto Superior Politécnico Gaya - Escola Superior de Ciência e Tecnologia,detcursopi.asp?codc=9123&code=4442,http://maps.google.pt/maps?z=20&t=k&q=loc:41.11968+-8.623498
Engenharia Mecânica Automóvel,Instituto Politécnico do Porto - Instituto Superior de Engenharia do Porto,detcursopi.asp?codc=9936&code=3135,http://maps.google.pt/maps?z=20&t=k&q=loc:41.17834+-8.606863
Engenharia Mecânica Computacional,Universidade da Beira Interior,detcursopi.asp?codc=L295&code=0400,http://maps.google.pt/maps?z=20&t=k&q=loc:40.27736+-7.508574
Engenharia Mecânica Militar,Instituto Universitário Militar - Academia Militar,detcursopi.asp?codc=L222&code=7711,http://maps.google.pt/maps?z=20&t=k&q=loc:38.72643+-9.140553
Engenharia Mecânica (regime pós-laboral),Instituto Politécnico de Leiria - Escola Superior de Tecnologia e Gestão,detcursopi.asp?codc=9886&code=3102,http://maps.google.pt/maps?z=20&t=k&q=loc:39.73444+-8.821389
Engenharia Mecatrónica,Universidade de Évora - Escola de Ciências e Tecnologia,detcursopi.asp?codc=9751&code=0602,http://maps.google.pt/maps?z=20&t=k&q=loc:38.56832+-7.910306
Engenharia Mecatrónica,Instituto Politécnico de Viana do Castelo - Escola Superior de Tecnologia e Gestão,detcursopi.asp?codc=9751&code=3163,http://maps.google.pt/maps?z=20&t=k&q=loc:41.69424+-8.846658
Engenharia de Micro e Nanotecnologias,Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia,detcursopi.asp?codc=L231&code=0903,http://maps.google.pt/maps?z=20&t=k&q=loc:38.66165+-9.206682
Engenharia Militar,Instituto Universitário Militar - Academia Militar,detcursopi.asp?codc=L228&code=7711,http://maps.google.pt/maps?z=20&t=k&q=loc:38.72643+-9.140553
Engenharia de Minas e Geo-Ambiente,Universidade do Porto - Faculdade de Engenharia,detcursopi.asp?codc=L236&code=1105,http://maps.google.pt/maps?z=20&t=k&q=loc:41.1781+-8.598157
Engenharia de Minas e Recursos Energéticos,Universidade de Lisboa - Instituto Superior Técnico,detcursopi.asp?codc=L239&code=1518,http://maps.google.pt/maps?z=20&t=k&q=loc:38.73688+-9.13691
Engenharia Multimédia,Instituto Superior de Tecnologias Avançadas de Lisboa,detcursopi.asp?codc=9124&code=4530,http://maps.google.pt/maps?z=20&t=k&q=loc:38.76894+-9.15895
Engenharia Multimédia,Instituto Superior de Tecnologias Avançadas do Porto,detcursopi.asp?codc=9124&code=4640,http://maps.google.pt/maps?z=20&t=k&q=loc:41.16667+-8.593643
Engenharia Naval e Oceânica,Universidade de Lisboa - Instituto Superior Técnico,detcursopi.asp?codc=L162&code=1518,http://maps.google.pt/maps?z=20&t=k&q=loc:38.73688+-9.13691
Engenharia de Polímeros,Universidade do Minho,detcursopi.asp?codc=L229&code=1000,http://maps.google.pt/maps?z=20&t=k&q=loc:41.33284+-8.253481
Engenharia de Produção de Biocombustíveis,"Instituto Politécnico de Portalegre - Escola Superior de Tecnologia, Gestão e Design",detcursopi.asp?codc=L309&code=3124,http://maps.google.pt/maps?z=20&t=k&q=loc:39.26868+-7.4425
Engenharia de Produção Industrial,Instituto Superior de Entre Douro e Vouga,detcursopi.asp?codc=9097&code=4283,http://maps.google.pt/maps?z=20&t=k&q=loc:40.92438+-8.544944
Engenharia de Proteção Civil,Instituto Politécnico de Castelo Branco - Escola Superior Agrária de Castelo Branco,detcursopi.asp?codc=8397&code=3051,http://maps.google.pt/maps?z=20&t=k&q=loc:39.82086+-7.46249
Engenharia de Proteção Civil,ISEC Lisboa - Instituto Superior de Educação e Ciências,detcursopi.asp?codc=8397&code=4298,http://maps.google.pt/maps?z=20&t=k&q=loc:38.76894+-9.15895
Engenharia Química,Universidade de Aveiro,detcursopi.asp?codc=9125&code=0300,http://maps.google.pt/maps?z=20&t=k&q=loc:40.63118+-8.657394
Engenharia Química,Universidade de Coimbra - Faculdade de Ciências e Tecnologia,detcursopi.asp?codc=9125&code=0501,http://maps.google.pt/maps?z=20&t=k&q=loc:40.18623+-8.412266
Engenharia Química,Universidade de Lisboa - Instituto Superior Técnico,detcursopi.asp?codc=9125&code=1518,http://maps.google.pt/maps?z=20&t=k&q=loc:38.73688+-9.13691
Engenharia Química,Universidade do Porto - Faculdade de Engenharia,detcursopi.asp?codc=9125&code=1105,http://maps.google.pt/maps?z=20&t=k&q=loc:41.1781+-8.598157
Engenharia Química,Instituto Politécnico de Bragança - Escola Superior de Tecnologia e de Gestão de Bragança,detcursopi.asp?codc=9125&code=3043,http://maps.google.pt/maps?z=20&t=k&q=loc:41.79637+-6.7689
Engenharia Química,Instituto Politécnico do Porto - Instituto Superior de Engenharia do Porto,detcursopi.asp?codc=9125&code=3135,http://maps.google.pt/maps?z=20&t=k&q=loc:41.17834+-8.606863
Engenharia Química e Biológica,Universidade do Minho,detcursopi.asp?codc=9126&code=1000,http://maps.google.pt/maps?z=20&t=k&q=loc:41.33284+-8.253481
Engenharia Química e Biológica,Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia,detcursopi.asp?codc=9126&code=0903,http://maps.google.pt/maps?z=20&t=k&q=loc:38.66165+-9.206682
Engenharia Química e Biológica,Instituto Politécnico de Lisboa - Instituto Superior de Engenharia de Lisboa,detcursopi.asp?codc=9126&code=3118,http://maps.google.pt/maps?z=20&t=k&q=loc:38.75568+-9.113923
Engenharia de Redes e Segurança Informática,Instituto Superior de Tecnologias Avançadas de Lisboa,detcursopi.asp?codc=L322&code=4530,http://maps.google.pt/maps?z=20&t=k&q=loc:38.76894+-9.15895
Engenharia de Redes e Sistemas de Computadores,Instituto Politécnico de Viana do Castelo - Escola Superior de Tecnologia e Gestão,detcursopi.asp?codc=L153&code=3163,http://maps.google.pt/maps?z=20&t=k&q=loc:41.69424+-8.846658
Engenharia da Segurança do Trabalho,ISLA - Instituto Politécnico de Gestão e Tecnologia - Escola Superior de Tecnologia,detcursopi.asp?codc=8187&code=4572,http://maps.google.pt/maps?z=20&t=k&q=loc:41.12411+-8.614039
Engenharia da Segurança do Trabalho,ISLA Santarém - Instituto Politécnico - Escola Superior de Engenharia e Tecnologia,detcursopi.asp?codc=8187&code=4662,
Engenharia de Sistemas,Instituto Politécnico do Porto - Instituto Superior de Engenharia do Porto,detcursopi.asp?codc=8316&code=3135,http://maps.google.pt/maps?z=20&t=k&q=loc:41.17834+-8.606863
Engenharia de Sistemas Informáticos,Instituto Politécnico do Cávado e do Ave - Escola Superior de Tecnologia,detcursopi.asp?codc=8409&code=3032,http://maps.google.pt/maps?z=20&t=k&q=loc:41.53448+-8.628122
Engenharia de Sistemas Informáticos (regime pós-laboral),Instituto Politécnico do Cávado e do Ave - Escola Superior de Tecnologia,detcursopi.asp?codc=8417&code=3032,http://maps.google.pt/maps?z=20&t=k&q=loc:41.53448+-8.628122
Engenharia de Sistemas e Tecnologias Informáticas,Universidade do Algarve - Instituto Superior de Engenharia,detcursopi.asp?codc=L269&code=3083,http://maps.google.pt/maps?z=20&t=k&q=loc:37.03847+-7.922417
Engenharia de Telecomunicações e Informática,ISCTE - Instituto Universitário de Lisboa,detcursopi.asp?codc=9098&code=6800,http://maps.google.pt/maps?z=20&t=k&q=loc:38.74875+-9.153692
Engenharia de Telecomunicações e Informática,Universidade de Lisboa - Instituto Superior Técnico (Tagus Park),detcursopi.asp?codc=9098&code=1519,http://maps.google.pt/maps?z=20&t=k&q=loc:38.73723+-9.302337
Engenharia de Telecomunicações e Informática,Universidade do Minho,detcursopi.asp?codc=9098&code=1000,http://maps.google.pt/maps?z=20&t=k&q=loc:41.33284+-8.253481
Engenharia de Telecomunicações e Informática,Instituto Politécnico do Porto - Instituto Superior de Engenharia do Porto,detcursopi.asp?codc=9098&code=3135,http://maps.google.pt/maps?z=20&t=k&q=loc:41.17834+-8.606863
Engenharia Têxtil,Universidade do Minho,detcursopi.asp?codc=9127&code=1000,http://maps.google.pt/maps?z=20&t=k&q=loc:41.33284+-8.253481
Engenharia Topográfica,Instituto Politécnico da Guarda - Escola Superior de Tecnologia e Gestão,detcursopi.asp?codc=9128&code=3092,http://maps.google.pt/maps?z=20&t=k&q=loc:40.54139+-7.28329
Engenharia Zootécnica,Universidade de Lisboa - Instituto Superior de Agronomia,detcursopi.asp?codc=9129&code=1515,http://maps.google.pt/maps?z=20&t=k&q=loc:38.70623+-9.182634
Engenharia Zootécnica,Instituto Politécnico de Bragança - Escola Superior Agrária de Bragança,detcursopi.asp?codc=9129&code=3041,http://maps.google.pt/maps?z=20&t=k&q=loc:41.79774+-6.767192
Engenharia Zootécnica,Instituto Politécnico de Viseu - Escola Superior Agrária de Viseu,detcursopi.asp?codc=9129&code=3185,http://maps.google.pt/maps?z=20&t=k&q=loc:40.64135+-7.910146
Enologia,Universidade de Évora - Escola de Ciências e Tecnologia,detcursopi.asp?codc=9752&code=0602,http://maps.google.pt/maps?z=20&t=k&q=loc:38.56832+-7.910306
Enologia,Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências Agrárias e Veterinárias,detcursopi.asp?codc=9752&code=1201,http://maps.google.pt/maps?z=20&t=k&q=loc:41.28739+-7.738986
Enologia,Instituto Politécnico de Bragança - Escola Superior Agrária de Bragança,detcursopi.asp?codc=9752&code=3041,http://maps.google.pt/maps?z=20&t=k&q=loc:41.79774+-6.767192
Equinicultura,Instituto Politécnico de Portalegre - Escola Superior de Biociências de Elvas,detcursopi.asp?codc=9130&code=3125,http://maps.google.pt/maps?z=20&t=k&q=loc:38.8809+-7.167167
Escultura,Universidade de Lisboa - Faculdade de Belas-Artes,detcursopi.asp?codc=9754&code=1502,http://maps.google.pt/maps?z=20&t=k&q=loc:38.70903+-9.156942
Estatística Aplicada,Universidade de Lisboa - Faculdade de Ciências,detcursopi.asp?codc=9381&code=1503,http://maps.google.pt/maps?z=20&t=k&q=loc:38.75676+-9.155387
Estatística Aplicada,Universidade do Minho,detcursopi.asp?codc=9381&code=1000,http://maps.google.pt/maps?z=20&t=k&q=loc:41.33284+-8.253481
Estudos Africanos,Universidade de Lisboa - Faculdade de Letras,detcursopi.asp?codc=9131&code=1506,http://maps.google.pt/maps?z=20&t=k&q=loc:38.75359+-9.157651
Estudos Artísticos,Universidade de Coimbra - Faculdade de Letras,detcursopi.asp?codc=9132&code=0505,http://maps.google.pt/maps?z=20&t=k&q=loc:40.20647+-8.428684
Estudos Artísticos,Universidade de Lisboa - Faculdade de Letras,detcursopi.asp?codc=9132&code=1506,http://maps.google.pt/maps?z=20&t=k&q=loc:38.75359+-9.157651
Estudos Asiáticos,Universidade de Lisboa - Faculdade de Letras,detcursopi.asp?codc=9914&code=1506,http://maps.google.pt/maps?z=20&t=k&q=loc:38.75359+-9.157651
Estudos Clássicos,Universidade de Coimbra - Faculdade de Letras,detcursopi.asp?codc=9133&code=0505,http://maps.google.pt/maps?z=20&t=k&q=loc:40.20647+-8.428684
Estudos Clássicos,Universidade de Lisboa - Faculdade de Letras,detcursopi.asp?codc=9133&code=1506,http://maps.google.pt/maps?z=20&t=k&q=loc:38.75359+-9.157651
Estudos Comparatistas,Universidade de Lisboa - Faculdade de Letras,detcursopi.asp?codc=L097&code=1506,http://maps.google.pt/maps?z=20&t=k&q=loc:38.75359+-9.157651
Estudos de Cultura,Universidade da Madeira - Faculdade de Artes e Humanidades,detcursopi.asp?codc=L150&code=1306,http://maps.google.pt/maps?z=20&t=k&q=loc:32.65928+-16.9251
Estudos de Cultura e Comunicação Intercultural,Universidade de Lisboa - Faculdade de Letras,detcursopi.asp?codc=L288&code=1506,http://maps.google.pt/maps?z=20&t=k&q=loc:38.75359+-9.157651
Estudos Culturais,Universidade do Minho,detcursopi.asp?codc=9134&code=1000,http://maps.google.pt/maps?z=20&t=k&q=loc:41.33284+-8.253481
Estudos Europeus,Universidade dos Açores - Faculdade de Ciências Sociais e Humanas,detcursopi.asp?codc=9135&code=0150,http://maps.google.pt/maps?z=20&t=k&q=loc:37.74605+-25.66378
Estudos Europeus,Universidade de Coimbra - Faculdade de Letras,detcursopi.asp?codc=9135&code=0505,http://maps.google.pt/maps?z=20&t=k&q=loc:40.20647+-8.428684
Estudos Europeus,Universidade de Lisboa - Faculdade de Letras,detcursopi.asp?codc=9135&code=1506,http://maps.google.pt/maps?z=20&t=k&q=loc:38.75359+-9.157651
Estudos Gerais,Universidade de Lisboa - Faculdade de Letras,detcursopi.asp?codc=8458&code=1506,http://maps.google.pt/maps?z=20&t=k&q=loc:38.75359+-9.157651
Estudos do Mar,Universidade Nova de Lisboa - Faculdade de Economia,detcursopi.asp?codc=L313&code=0904,http://maps.google.pt/maps?z=20&t=k&q=loc:38.6793+-9.325741
Estudos Musicais Aplicados,Instituto Politécnico de Coimbra - Escola Superior de Educação de Coimbra,detcursopi.asp?codc=L163&code=3062,http://maps.google.pt/maps?z=20&t=k&q=loc:40.20522+-8.405957
Estudos Orientais: Estudos Chineses e Japoneses,Universidade do Minho,detcursopi.asp?codc=L147&code=1000,http://maps.google.pt/maps?z=20&t=k&q=loc:41.33284+-8.253481
Estudos Portugueses,Universidade de Lisboa - Faculdade de Letras,detcursopi.asp?codc=9917&code=1506,http://maps.google.pt/maps?z=20&t=k&q=loc:38.75359+-9.157651
Estudos Portugueses,Universidade do Minho,detcursopi.asp?codc=9917&code=1000,http://maps.google.pt/maps?z=20&t=k&q=loc:41.33284+-8.253481
Estudos Portugueses,Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas,detcursopi.asp?codc=9917&code=0902,http://maps.google.pt/maps?z=20&t=k&q=loc:38.74025+-9.151129
Estudos Portugueses,Universidade Católica Portuguesa - Faculdade de Filosofia e Ciências Sociais,detcursopi.asp?codc=9917&code=2223,
